pathway_rank,pathway,priority_group,n_cell_types_present,cell_types,n_same_direction_celltypes,n_both_FDR05_celltypes,n_convergent_FDR_celltypes,best_cell_type,best_NES_AD,best_NES_PD,best_FDR_AD,best_FDR_PD,best_joint_FDR,median_NES_AD,median_NES_PD,median_conservative_abs_NES,max_conservative_abs_NES,shared_leading_edge_n,shared_leading_edge_genes,union_leading_edge_n,union_leading_edge_genes,candidate_genes_n,candidate_genes,shared_candidate_genes_n,shared_candidate_genes,best_candidate_rank,n_pathways_represented
138,ERBB2 Regulates Cell Motility,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,4,0,0,Micro,1.3414420099452384,2.0159829354915284,0.5779591620593858,0.0052076279784875,0.5779591620593858,1.30537082621052,1.0381892454196908,0.9921391756384964,1.3414420099452384,7,DIAPH1;EGF;EGFR;ERBB3;ERBB4;NRG2;NRG3,11,DIAPH1;EGF;EGFR;ERBB2;ERBB3;ERBB4;HBEGF;MEMO1;NRG1;NRG2;NRG3,11,EGFR;ERBB2;ERBB3;EGF;NRG3;ERBB4;DIAPH1;NRG2;NRG1;MEMO1;HBEGF,7,EGFR;ERBB3;EGF;NRG3;ERBB4;DIAPH1;NRG2,512,4
140,NOTCH1 Intracellular Domain Regulates Transcription,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,4,0,0,Astro,-0.9847573280423736,-1.2184922885205494,0.8007294307787197,0.3228857836628531,0.8007294307787197,1.0060615335033998,1.10608441630886,0.9895878918708136,1.0177046113075456,22,CDK8;CREBBP;EP300;HDAC3;HDAC4;HDAC7;HDAC9;HES1;HES5;HEY2;KAT2B;MAML2;MAML3;MAMLD1;NBEA;NOTCH1;RBPJ;TBL1X;TBL1XR1;TLE1;TLE4;UBA52,44,CCNC;CDK8;CREBBP;CUL1;EP300;FBXW7;HDAC1;HDAC10;HDAC11;HDAC2;HDAC3;HDAC4;HDAC5;HDAC6;HDAC7;HDAC9;HES1;HES5;HEY1;HEY2;HEYL;HIF1A;KAT2A;KAT2B;MAML1;MAML2;MAML3;MAMLD1;NBEA;NCOR2;NOTCH1;RBPJ;RBX1;RPS27A;SKP1;TBL1X;TBL1XR1;TLE1;TLE2;TLE3;TLE4;UBA52;UBB;UBC,44,HDAC6;HEY1;NOTCH1;TLE2;HDAC4;HDAC9;HEY2;UBA52;RPS27A;MAML2;TLE4;EP300;RBX1;CUL1;HDAC3;TBL1XR1;TBL1X;HES5;MAMLD1;TLE3;UBC;KAT2A;TLE1;HDAC1;NBEA;RBPJ;SKP1;MAML3;KAT2B;HIF1A;CREBBP;HDAC5;MAML1;CDK8;FBXW7;HDAC7;HEYL;HES1;UBB;CCNC;HDAC11;HDAC2;NCOR2;HDAC10,22,NOTCH1;HDAC4;HDAC9;HEY2;UBA52;MAML2;TLE4;EP300;HDAC3;TBL1XR1;TBL1X;HES5;MAMLD1;TLE1;NBEA;RBPJ;MAML3;KAT2B;CREBBP;CDK8;HDAC7;HES1,111,9
145,Intraflagellar transport,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,4,0,0,Micro,-1.3880625191343647,-1.6681760528729004,0.6089001558517898,0.0416215831332338,0.6089001558517898,-0.979221657632158,-1.6666512732122636,0.979221657632158,1.3880625191343647,10,CLUAP1;DYNC2H1;DYNLL2;IFT20;IFT27;KIF3C;TUBA1A;TUBA1B;TUBB4A;TUBB4B,36,CLUAP1;DYNC2H1;DYNC2LI1;DYNLL1;DYNLL2;DYNLRB1;DYNLRB2;IFT122;IFT140;IFT172;IFT20;IFT22;IFT27;IFT43;IFT46;IFT52;IFT57;IFT74;IFT81;KIF17;KIF3A;KIF3B;KIF3C;KIFAP3;TNPO1;TRAF3IP1;TTC21B;TUBA1A;TUBA1B;TUBA4A;TUBB2A;TUBB2B;TUBB4A;TUBB4B;TUBB6;WDR35,36,DYNLRB1;IFT27;IFT81;TUBB4A;TUBB2A;TUBA1B;TNPO1;IFT140;DYNC2H1;TRAF3IP1;IFT20;IFT74;IFT57;TUBB4B;IFT22;TUBB2B;DYNLRB2;IFT122;KIF3C;IFT172;KIF3B;IFT46;KIF3A;TTC21B;WDR35;DYNC2LI1;IFT43;KIF17;TUBB6;TUBA1A;IFT52;DYNLL2;CLUAP1;DYNLL1;KIFAP3;TUBA4A,10,IFT27;TUBB4A;TUBA1B;DYNC2H1;IFT20;TUBB4B;KIF3C;TUBA1A;DYNLL2;CLUAP1,446,1
147,Regulation of PTEN mRNA translation,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,4,0,0,OPC,1.5055378482495252,1.357330406918752,0.5928121037539361,0.4220304019182704,0.5928121037539361,0.9780981342033668,1.3023295099605623,0.9780981342033668,1.357330406918752,4,AGO3;CNOT6L;PTEN;VAPA,10,AGO2;AGO3;AGO4;CNOT6L;MOV10;PTEN;TNRC6A;TNRC6B;TNRC6C;VAPA,10,CNOT6L;PTEN;MOV10;VAPA;AGO3;TNRC6B;AGO2;TNRC6C;TNRC6A;AGO4,4,CNOT6L;PTEN;VAPA;AGO3,1468,4
149,Mitochondrial translation elongation,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,4,0,0,Astro,-1.472304763382276,-2.2939370871523304,0.3473163120953319,7.609439513268702e-05,0.3473163120953319,-1.158269102949931,-1.8833493837748836,0.9731588311598924,1.472304763382276,34,AURKAIP1;GFM1;MRPL16;MRPL2;MRPL20;MRPL21;MRPL23;MRPL24;MRPL27;MRPL32;MRPL33;MRPL34;MRPL35;MRPL37;MRPL4;MRPL41;MRPL42;MRPL43;MRPL45;MRPL49;MRPL54;MRPL55;MRPL9;MRPS14;MRPS15;MRPS18A;MRPS18B;MRPS21;MRPS25;MRPS26;MRPS34;MRPS7;OXA1L;TUFM,68,AURKAIP1;CHCHD1;DAP3;ERAL1;GADD45GIP1;GFM1;MRPL1;MRPL10;MRPL11;MRPL13;MRPL14;MRPL15;MRPL16;MRPL17;MRPL18;MRPL2;MRPL20;MRPL21;MRPL22;MRPL23;MRPL24;MRPL27;MRPL28;MRPL32;MRPL33;MRPL34;MRPL35;MRPL36;MRPL37;MRPL39;MRPL4;MRPL40;MRPL41;MRPL42;MRPL43;MRPL44;MRPL45;MRPL47;MRPL49;MRPL51;MRPL52;MRPL54;MRPL55;MRPL57;MRPL58;MRPL9;MRPS10;MRPS11;MRPS12;MRPS14;MRPS15;MRPS18A;MRPS18B;MRPS18C;MRPS21;MRPS22;MRPS23;MRPS25;MRPS26;MRPS28;MRPS33;MRPS34;MRPS7;MRPS9;OXA1L;PTCD3;TSFM;TUFM,68,MRPL28;MRPS14;MRPL2;GADD45GIP1;MRPL55;MRPL23;MRPS7;TUFM;MRPL41;MRPS18A;MRPS25;MRPS21;MRPS34;MRPL15;MRPL9;MRPL37;MRPL54;MRPL24;MRPS11;MRPL20;MRPL40;MRPS28;MRPL18;AURKAIP1;MRPL32;MRPL27;OXA1L;MRPS18B;GFM1;MRPL43;TSFM;MRPL47;CHCHD1;MRPS18C;MRPS33;MRPS22;MRPL45;MRPL36;MRPS15;MRPL51;MRPL16;MRPS23;MRPL35;MRPL57;MRPL33;MRPL49;MRPL21;MRPL10;MRPL52;MRPL39;MRPL4;ERAL1;MRPS9;PTCD3;DAP3;MRPL34;MRPL17;MRPL22;MRPS12;MRPS26;MRPL1;MRPL11;MRPL42;MRPS10;MRPL58;MRPL14;MRPL44;MRPL13,34,MRPS14;MRPL2;MRPL55;MRPL23;MRPS7;TUFM;MRPL41;MRPS18A;MRPS25;MRPS21;MRPS34;MRPL9;MRPL37;MRPL54;MRPL24;MRPL20;AURKAIP1;MRPL32;MRPL27;OXA1L;MRPS18B;GFM1;MRPL43;MRPL45;MRPS15;MRPL16;MRPL35;MRPL33;MRPL49;MRPL21;MRPL4;MRPL34;MRPS26;MRPL42,86,5
153,Gap junction trafficking and regulation,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,4,0,0,OPC,-1.251377520180677,-1.6624927468818194,0.4316161592606068,0.1405157970232526,0.4316161592606068,-0.9679473048916192,-1.945020214070721,0.9679473048916192,1.251377520180677,11,ACTG1;CLTA;CLTB;CLTCL1;DNM1;GJB1;TUBA1B;TUBB2A;TUBB2B;TUBB4A;TUBB4B,24,ACTB;ACTG1;AP2M1;CLTA;CLTB;CLTC;CLTCL1;DNM1;DNM2;GJB1;GJC2;MYO6;SRC;TJP1;TUBA1A;TUBA1B;TUBA4A;TUBA8;TUBB2A;TUBB2B;TUBB4A;TUBB4B;TUBB6;TUBB8,24,TJP1;MYO6;DNM1;DNM2;CLTC;TUBB4A;TUBB2A;TUBA1B;CLTA;CLTB;TUBB4B;TUBB2B;CLTCL1;SRC;ACTG1;ACTB;TUBB8;TUBB6;TUBA1A;GJC2;AP2M1;TUBA8;GJB1;TUBA4A,11,DNM1;TUBB4A;TUBB2A;TUBA1B;CLTA;CLTB;TUBB4B;TUBB2B;CLTCL1;ACTG1;GJB1,112,6
155,RHOU GTPase cycle,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,4,0,0,OPC,1.14176047252749,1.297144780855896,0.779804913875787,0.4584163217337392,0.779804913875787,0.9068139259090552,0.9930194140213606,0.966316999590505,1.14176047252749,14,ARHGAP30;ARHGEF6;ARHGEF7;DEPDC1B;EPHA2;GIT1;ITSN2;MYO6;NCK1;NCK2;PAK2;PEAK1;VANGL1;WWP2,35,ARHGAP30;ARHGAP31;ARHGEF6;ARHGEF7;CLTC;DEPDC1B;DLG5;DST;EPHA2;GIT1;GIT2;GRB2;HGS;IQGAP1;ITSN2;MYO6;NCK1;NCK2;PAK1;PAK2;PAK3;PAK4;PEAK1;PTK2B;RHOU;SPTAN1;SRC;SRGAP2;STAM;STAM2;TXNL1;USP9X;VANGL1;WDR6;WWP2,35,NCK1;MYO6;EPHA2;SPTAN1;CLTC;HGS;ARHGEF7;ITSN2;STAM2;PAK2;IQGAP1;PEAK1;TXNL1;USP9X;ARHGEF6;GIT2;SRC;PTK2B;GRB2;NCK2;GIT1;DST;PAK1;PAK4;DEPDC1B;ARHGAP30;VANGL1;PAK3;RHOU;SRGAP2;WWP2;STAM;ARHGAP31;DLG5;WDR6,14,NCK1;MYO6;EPHA2;ARHGEF7;ITSN2;PAK2;PEAK1;ARHGEF6;NCK2;GIT1;DEPDC1B;ARHGAP30;VANGL1;WWP2,121,2
158,Cyclin A/B1/B2 associated events during G2/M transition,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,4,0,0,Astro,1.0060545713444005,0.9780409816388218,0.7110446743207534,0.8186550415568985,0.8186550415568985,0.8587894040446205,0.8923009087501496,0.9629140553869976,0.9780409816388218,7,CCNA2;CCNH;CDC25A;MNAT1;PPP2CB;WEE1;XPO1,20,BORA;CCNA2;CCNB1;CCNH;CDC25A;CDC25B;CDK2;CDK7;FOXM1;FZR1;MIS18BP1;MNAT1;PLK1;PPME1;PPP2CB;PPP2R1A;PPP2R1B;PPP2R2A;WEE1;XPO1,20,MNAT1;FOXM1;CCNA2;CCNH;PPP2CB;XPO1;PPP2R1A;CDC25B;CDK7;PPME1;PPP2R1B;PPP2R2A;CCNB1;CDC25A;WEE1;MIS18BP1;PLK1;CDK2;FZR1;BORA,7,MNAT1;CCNA2;CCNH;PPP2CB;XPO1;CDC25A;WEE1,640,1
160,Paracetamol ADME,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,4,0,0,OPC,-1.2224360457187051,-1.1317003495956093,0.4497192969349784,0.6231730005893362,0.6231730005893362,-1.173626981179544,-0.9082260981614036,0.9618096254290578,1.2338038800189872,5,ABCC3;ABCC4;CYP2E1;GGT7;SULT1A1,14,ABCC1;ABCC2;ABCC3;ABCC4;ABCC5;ABCG2;CNDP2;CYP2E1;GGT1;GGT5;GGT7;GSTP1;NAT1;SULT1A1,14,CNDP2;SULT1A1;GSTP1;ABCC2;CYP2E1;ABCG2;ABCC4;ABCC5;ABCC3;GGT7;GGT1;ABCC1;GGT5;NAT1,5,SULT1A1;CYP2E1;ABCC4;ABCC3;GGT7,61,2
165,Repression of WNT target genes,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,4,0,0,Oligo,1.1071372187260888,1.2596934671809703,0.7485601026596255,0.3603073298849551,0.7485601026596255,1.0020431590669912,1.0499563796961244,0.9509181791332804,1.1071372187260888,8,CTBP2;HDAC1;TCF7;TCF7L1;TLE1;TLE2;TLE3;TLE4,11,AXIN2;CTBP1;CTBP2;HDAC1;TCF7;TCF7L1;TCF7L2;TLE1;TLE2;TLE3;TLE4,11,CTBP1;TLE2;CTBP2;TCF7;TLE4;TCF7L1;TLE3;TLE1;HDAC1;TCF7L2;AXIN2,8,TLE2;CTBP2;TCF7;TLE4;TCF7L1;TLE3;TLE1;HDAC1,318,2
166,Cellular Senescence,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,4,0,0,OPC,1.2878298887099064,1.2744584478929686,0.6333803086682701,0.4724925447944844,0.6333803086682701,0.0614058906638541,0.1785481450735295,0.94940506534168,1.2744584478929686,35,ANAPC15;ANAPC16;ANAPC2;ASF1A;ATM;BMI1;CBX6;CCNA2;CCNE1;CDC26;CDC27;CDKN1B;CDKN2C;E2F1;E2F3;EED;EZH2;FZR1;ID1;JUN;KAT5;KDM6B;MAP2K3;MAP2K4;MAP4K4;MAPK3;MAPKAPK3;MDM2;MDM4;RELA;RPS6KA1;RPS6KA3;TERF2IP;TFDP2;UBA52,107,ACD;AGO1;AGO3;ANAPC1;ANAPC11;ANAPC15;ANAPC16;ANAPC2;ANAPC4;ANAPC5;ANAPC7;ASF1A;ATM;BMI1;CABIN1;CBX6;CCNA2;CCNE1;CCNE2;CDC16;CDC23;CDC26;CDC27;CDK4;CDK6;CDKN1A;CDKN1B;CDKN2A;CDKN2C;CDKN2D;CEBPB;E2F1;E2F3;EED;EHMT1;EHMT2;EP400;ETS1;EZH2;FOS;FZR1;HIRA;HMGA1;HMGA2;ID1;IGFBP7;IL1A;JUN;KAT5;KDM6B;LMNB1;MAP2K3;MAP2K4;MAP2K7;MAP3K5;MAP4K4;MAPK1;MAPK10;MAPK11;MAPK3;MAPK7;MAPK8;MAPK9;MAPKAPK3;MAPKAPK5;MDM2;MDM4;MINK1;MOV10;MRE11;NBN;NFKB1;PHC1;PHC2;PHC3;POT1;RB1;RBBP4;RBBP7;RELA;RING1;RNF2;RPS27A;RPS6KA1;RPS6KA2;RPS6KA3;SP1;STAT3;SUZ12;TERF1;TERF2;TERF2IP;TFDP1;TFDP2;TINF2;TNIK;TNRC6A;TNRC6B;TNRC6C;TP53;UBA52;UBB;UBC;UBE2D1;UBE2S;UBN1;VENTX,107,CDKN1B;IGFBP7;ASF1A;STAT3;MAP2K4;EHMT2;RELA;CCNA2;ANAPC16;ANAPC15;RPS6KA3;ANAPC2;BMI1;TERF2IP;RPS6KA2;CDC27;EED;AGO1;MAP3K5;MAPK1;PHC3;ACD;JUN;UBA52;RPS27A;CDC26;UBE2D1;TFDP1;HMGA1;MAPK3;RPS6KA1;MOV10;ATM;MDM2;TFDP2;RB1;SUZ12;MAP4K4;HIRA;ANAPC4;MDM4;ANAPC5;MAPKAPK3;CDC16;MAPK8;MAPK9;TERF2;AGO3;RBBP4;CDKN2C;FOS;CCNE1;E2F1;KDM6B;CDKN2D;LMNB1;UBC;MAP2K7;NFKB1;MAPK7;KAT5;CDC23;CDK6;ANAPC7;MAP2K3;TNIK;TINF2;MAPK10;CABIN1;TNRC6B;TNRC6C;EP400;UBE2S;CBX6;EHMT1;RNF2;UBN1;ANAPC11;TERF1;PHC1;ID1;CEBPB;CDKN1A;EZH2;E2F3;UBB;HMGA2;TP53;ETS1;RING1;RBBP7;MINK1;FZR1;CCNE2;TNRC6A;NBN;CDK4;MAPKAPK5;POT1;MRE11;SP1;PHC2;ANAPC1;CDKN2A;MAPK11;VENTX;IL1A,35,CDKN1B;ASF1A;MAP2K4;RELA;CCNA2;ANAPC16;ANAPC15;RPS6KA3;ANAPC2;BMI1;TERF2IP;CDC27;EED;JUN;UBA52;CDC26;MAPK3;RPS6KA1;ATM;MDM2;TFDP2;MAP4K4;MDM4;MAPKAPK3;CDKN2C;CCNE1;E2F1;KDM6B;KAT5;MAP2K3;CBX6;ID1;EZH2;E2F3;FZR1,70,2
173,Signaling by EGFR,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,4,0,0,OPC,1.0511447305140162,1.285497951838211,0.8438743368258784,0.4657239863958399,0.8438743368258784,1.0153823058357283,1.2780742399514933,0.9287673447845336,1.0511447305140162,10,ADAM10;ADAM12;ARHGEF7;EGF;EGFR;GAB1;PAG1;PIK3CA;PTPRK;SOS1,31,ADAM10;ADAM12;ADAM17;ARHGEF7;CBL;CSK;EGF;EGFR;EPS15;EPS15L1;GAB1;HBEGF;HGS;KRAS;NRAS;PAG1;PIK3CA;PIK3R1;PLCG1;PTPN12;PTPRK;SH3GL1;SH3GL2;SH3GL3;SOS1;SPRY1;SPRY2;SRC;STAM;STAM2;TGFA,31,PIK3R1;ADAM17;HGS;EGFR;EGF;PIK3CA;SOS1;GAB1;ARHGEF7;EPS15;SPRY2;STAM2;ADAM12;TGFA;SH3GL1;ADAM10;SH3GL2;PTPRK;SRC;SPRY1;CSK;NRAS;SH3GL3;PTPN12;HBEGF;PAG1;STAM;KRAS;CBL;EPS15L1;PLCG1,10,EGFR;EGF;PIK3CA;SOS1;GAB1;ARHGEF7;ADAM12;ADAM10;PTPRK;PAG1,279,5
174,Aberrant regulation of mitotic cell cycle due to RB1 defects,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,4,0,0,OPC,1.489701436593546,1.7528123344557087,0.5494084879427216,0.1839289783219479,0.5494084879427216,0.0221669045855936,-0.0186468110689351,0.9280356397149474,1.489701436593546,15,ANAPC15;ANAPC16;ANAPC2;ANAPC4;ANAPC5;CCNE1;CDC26;CDC27;CDK6;CDKN1B;FZR1;RB1;TFDP1;TFDP2;UBE2D1,31,ANAPC1;ANAPC15;ANAPC16;ANAPC2;ANAPC4;ANAPC5;ANAPC7;CCND1;CCND3;CCNE1;CCNE2;CDC16;CDC23;CDC26;CDC27;CDK2;CDK4;CDK6;CDKN1A;CDKN1B;CDKN1C;E2F1;E2F3;FZR1;RB1;SKP2;TFDP1;TFDP2;UBE2D1;UBE2E1;UBE2S,31,CDKN1B;ANAPC16;ANAPC15;ANAPC2;CDC27;UBE2E1;CDC26;UBE2D1;TFDP1;CDKN1C;TFDP2;RB1;ANAPC4;ANAPC5;CDC16;CCNE1;E2F1;SKP2;CCND3;CDC23;CDK6;ANAPC7;UBE2S;CDKN1A;E2F3;CCND1;CDK2;FZR1;CCNE2;CDK4;ANAPC1,15,CDKN1B;ANAPC16;ANAPC15;ANAPC2;CDC27;CDC26;UBE2D1;TFDP1;TFDP2;RB1;ANAPC4;ANAPC5;CCNE1;CDK6;FZR1,70,9
176,Nephrin family interactions,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,4,0,0,Astro,1.557896370517345,1.6032079851935894,0.1655748655285529,0.2861909862065334,0.2861909862065334,0.9263577849594749,1.0676063569221548,0.9263577849594749,1.557896370517345,9,ACTN1;ACTN4;CASK;CD2AP;FYN;IQGAP1;PIK3CA;SPTBN1;WASL,18,ACTN1;ACTN2;ACTN4;CASK;CD2AP;FYN;IQGAP1;KIRREL1;KIRREL3;MAGI2;NCK1;NCK2;PIK3CA;PIK3CB;PIK3R1;SPTAN1;SPTBN1;WASL,18,NCK1;SPTAN1;PIK3R1;ACTN2;ACTN1;PIK3CA;ACTN4;CD2AP;IQGAP1;WASL;MAGI2;CASK;NCK2;PIK3CB;SPTBN1;KIRREL3;FYN;KIRREL1,9,ACTN1;PIK3CA;ACTN4;CD2AP;IQGAP1;WASL;CASK;SPTBN1;FYN,121,1
177,Signal amplification,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,4,0,0,Astro,0.8150350515128557,1.1812157763939442,0.906501869265446,0.602146709603086,0.906501869265446,-1.0744247015742676,-0.878915106485424,0.9253777300783218,1.0654222774283233,7,GNA11;GNA13;GNAI3;GNB1;GNG3;GNG7;MAPK14,25,AAMP;GNA11;GNA13;GNA14;GNAI1;GNAI2;GNAI3;GNAQ;GNB1;GNB2;GNB3;GNB4;GNB5;GNG12;GNG2;GNG3;GNG4;GNG7;GNG8;GNGT1;MAPK14;P2RY1;P2RY12;PLA2G4A;SRC,25,GNB2;GNAI3;GNA13;GNG2;AAMP;P2RY12;GNA11;GNG4;GNB1;GNG7;GNG3;SRC;MAPK14;GNG8;GNG12;P2RY1;GNB4;GNB5;GNAI1;GNAI2;PLA2G4A;GNAQ;GNA14;GNGT1;GNB3,7,GNAI3;GNA13;GNA11;GNB1;GNG7;GNG3;MAPK14,2468,8
178,NCAM signaling for neurite out-growth,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,4,0,0,Astro,1.8694725445890588,1.3996657614545671,0.048098134665193,0.5207236979279984,0.5207236979279984,0.8327724335598095,1.1142369327654336,0.9236034133216424,1.3996657614545671,15,CACNA1C;CACNB1;CACNB2;CACNB4;COL4A2;COL5A1;COL5A3;COL6A1;COL6A2;COL6A6;CREB1;FGFR1;FYN;SOS1;SPTBN5,43,AGRN;CACNA1C;CACNA1D;CACNB1;CACNB2;CACNB3;CACNB4;CNTN2;COL4A1;COL4A2;COL4A3;COL4A4;COL4A5;COL5A1;COL5A2;COL5A3;COL6A1;COL6A2;COL6A6;COL9A2;COL9A3;CREB1;FGFR1;FYN;GDNF;GFRA1;GFRA2;GRB2;HRAS;KRAS;MAPK3;NCAM1;NCAN;PRNP;PTK2;RPS6KA5;SOS1;SPTAN1;SPTB;SPTBN2;SPTBN5;SRC;ST8SIA4,43,SPTAN1;PTK2;FGFR1;CACNB4;NCAM1;SOS1;HRAS;CACNB1;COL6A6;CREB1;ST8SIA4;COL4A2;MAPK3;RPS6KA5;COL4A4;COL6A1;CACNA1C;COL4A3;CACNB2;SPTB;COL5A1;SRC;COL5A3;SPTBN5;GRB2;NCAN;PRNP;COL6A2;COL9A3;COL4A5;COL5A2;SPTBN2;COL9A2;FYN;GDNF;COL4A1;CACNA1D;KRAS;AGRN;CNTN2;GFRA1;CACNB3;GFRA2,15,FGFR1;CACNB4;SOS1;CACNB1;COL6A6;CREB1;COL4A2;COL6A1;CACNA1C;CACNB2;COL5A1;COL5A3;SPTBN5;COL6A2;FYN,217,1
180,NRAGE signals death through JNK,R3_recurrent_directional,4,Astro;Micro;OPC;Oligo,4,0,0,Astro,1.3851920348973663,1.5813441966300337,0.2566814682328767,0.3218860938565191,0.3218860938565191,1.267672328151443,0.9198256122777296,0.9198256122777296,1.3851920348973663,10,AKAP13;ARHGEF10L;ARHGEF6;ARHGEF7;BCL2L11;GNA13;KALRN;SOS1;TIAM2;TRIO,44,AATF;ABR;AKAP13;ARHGEF1;ARHGEF10L;ARHGEF11;ARHGEF12;ARHGEF17;ARHGEF2;ARHGEF26;ARHGEF3;ARHGEF33;ARHGEF37;ARHGEF4;ARHGEF40;ARHGEF6;ARHGEF7;BAD;BCL2L11;ECT2;FGD1;FGD4;GNA13;ITSN1;KALRN;MAGED1;MCF2;MCF2L;NET1;NGEF;NGFR;OBSCN;PLEKHG2;PLEKHG5;PREX1;RASGRF2;SOS1;SOS2;TIAM1;TIAM2;TRIO;VAV1;VAV2;VAV3,44,TIAM2;SOS1;KALRN;ARHGEF26;ARHGEF12;ARHGEF7;ARHGEF1;ARHGEF4;PLEKHG5;ARHGEF37;VAV1;GNA13;ECT2;VAV2;AKAP13;AATF;ARHGEF6;OBSCN;FGD4;BAD;RASGRF2;NGEF;FGD1;PLEKHG2;MCF2L;MCF2;NET1;BCL2L11;TRIO;ITSN1;TIAM1;ABR;MAGED1;PREX1;ARHGEF40;ARHGEF11;ARHGEF33;ARHGEF10L;VAV3;ARHGEF3;ARHGEF17;ARHGEF2;SOS2;NGFR,10,TIAM2;SOS1;KALRN;ARHGEF7;GNA13;AKAP13;ARHGEF6;BCL2L11;TRIO;ARHGEF10L,1373,5
